operativo,id,nhogar,miembro,p2,p3,p3b,p4,e2,e6a,e12a,e13,e16a,e_aesc,e_nivel,retro,fexp
eder2019,1,1,1,2,1952,67,1,2,0,13,2,0,12,6,1,877
eder2019,2,1,1,2,1968,50,1,2,0,14,1,0,19,7,1,399
eder2019,2,1,2,1,1964,54,2,2,0,13,2,0,12,6,0,0
eder2019,2,1,3,1,2013,6,3,1,3,0,0,0,0,2,0,0
eder2019,3,1,1,1,1980,38,1,2,0,7,1,0,12,5,1,444
eder2019,3,1,2,2,1980,38,2,2,0,7,1,0,12,5,0,0
eder2019,4,1,1,2,1949,69,1,2,0,12,1,0,15,7,1,442
eder2019,4,1,2,1,1945,74,2,2,0,13,1,0,17,7,0,0
eder2019,5,1,1,2,1978,40,1,2,0,14,2,2,18,7,1,661
eder2019,5,1,2,1,1979,40,2,2,0,13,1,0,17,7,0,0
eder2019,5,1,3,1,2012,6,3,1,3,0,0,0,0,2,0,0
eder2019,5,1,4,1,2015,3,3,1,19,0,0,0,0,1,0,0
eder2019,5,1,5,2,2017,2,3,1,19,0,0,0,0,1,0,0
eder2019,6,1,1,1,1974,45,1,2,0,7,2,2,9,4,0,0
eder2019,6,1,2,2,1981,38,2,2,0,12,2,0,12,6,1,372
eder2019,6,1,3,1,2011,7,3,1,3,0,0,1,0,2,0,0
eder2019,6,1,4,2,2014,4,3,1,20,0,0,0,0,1,0,0
eder2019,7,1,1,1,1970,49,1,2,0,13,1,0,17,7,1,423
eder2019,8,1,1,1,1969,49,1,2,0,14,1,0,19,7,1,706
eder2019,9,1,1,1,1981,37,1,1,12,0,0,0,11,6,1,1306
eder2019,9,1,2,2,1987,32,2,2,0,12,1,0,15,7,0,0
eder2019,10,1,1,1,1949,69,1,2,0,12,1,0,15,7,1,593
eder2019,11,1,1,1,1981,38,1,2,0,3,1,0,7,3,1,1338
eder2019,11,1,2,2,1991,28,2,2,0,7,2,3,10,4,0,0
eder2019,11,1,3,2,2014,4,3,1,20,0,0,0,0,1,0,0
eder2019,12,1,1,1,1956,63,1,2,0,7,1,0,12,5,0,0
eder2019,12,1,2,2,1952,67,2,2,0,7,1,0,12,5,1,298
eder2019,13,1,1,1,1980,38,1,2,0,10,2,3,10,4,1,455
eder2019,14,1,1,2,1972,47,1,2,0,13,1,0,17,7,1,1174
eder2019,14,1,2,1,1975,44,2,2,0,12,1,0,15,7,0,0
eder2019,15,1,1,1,1950,68,1,2,0,13,1,0,17,7,1,158
eder2019,15,1,2,2,1953,65,2,2,0,13,1,0,17,7,0,0
eder2019,16,1,1,1,1950,69,1,2,0,13,2,3,15,6,1,142
eder2019,16,1,2,2,1924,94,7,2,0,3,1,0,7,3,0,0
eder2019,17,1,1,2,1949,70,1,2,0,12,2,2,14,6,1,219
eder2019,18,1,1,2,1981,38,1,1,13,0,0,3,14,6,1,274
eder2019,18,1,2,1,2002,17,3,1,7,0,0,5,11,4,0,0
eder2019,19,1,1,2,1952,67,1,2,0,13,1,0,17,7,1,471
eder2019,19,1,2,2,1927,91,7,2,0,3,2,1,1,2,0,0
eder2019,19,1,3,1,1943,76,2,2,0,13,2,2,14,6,0,0
eder2019,20,1,1,1,1949,69,1,2,0,13,1,0,17,7,1,316
eder2019,21,1,1,1,1949,69,1,2,0,13,2,1,13,6,1,284
eder2019,21,1,2,2,1946,73,2,2,0,13,2,4,16,6,0,0
eder2019,22,1,1,2,1981,37,1,2,0,13,1,0,17,7,1,704
eder2019,22,1,2,1,1981,37,2,2,0,14,1,0,19,7,0,0
eder2019,23,1,1,2,1978,41,1,2,0,12,2,1,13,6,1,791
eder2019,23,1,2,1,2000,19,3,1,13,0,0,0,11,6,0,0
eder2019,24,1,1,1,1951,67,1,2,0,7,1,0,12,5,1,49
eder2019,25,1,1,2,1981,37,1,2,0,14,1,0,19,7,1,121
eder2019,25,1,2,1,1985,33,2,2,0,13,1,0,17,7,0,0
eder2019,26,1,1,1,1978,40,1,2,0,7,1,0,12,5,1,113
eder2019,26,1,2,2,1975,44,2,2,0,7,2,2,9,4,0,0
eder2019,26,1,3,1,2002,17,3,1,7,0,0,4,10,4,0,0
eder2019,26,1,4,2,2003,16,3,1,7,0,0,1,7,4,0,0
eder2019,26,1,5,2,2011,8,3,1,3,0,0,2,1,2,0,0
eder2019,27,1,1,2,1978,41,1,2,0,13,2,0,12,6,1,94
eder2019,27,1,2,2,2001,18,3,1,7,0,0,3,9,4,0,0
eder2019,27,1,3,1,2003,16,3,1,7,0,0,2,8,4,0,0
eder2019,27,1,4,2,2005,14,3,1,7,0,0,2,8,4,0,0
eder2019,27,1,5,2,2010,8,3,1,3,0,0,2,1,2,0,0
eder2019,27,1,6,1,1975,44,2,2,0,12,2,1,13,6,0,0
eder2019,28,1,1,1,1981,37,1,2,0,12,1,0,15,7,1,1617
eder2019,28,1,2,1,1976,42,14,2,0,7,1,0,12,5,0,0
eder2019,29,1,1,2,1968,51,1,2,0,12,2,2,14,6,1,695
eder2019,29,1,2,1,1968,51,2,2,0,7,1,0,12,5,0,0
eder2019,29,1,3,1,2010,8,3,1,3,0,0,2,1,2,0,0
eder2019,29,1,4,1,1955,63,12,2,0,12,1,0,15,7,0,0
eder2019,30,1,1,2,1972,47,1,2,0,7,2,3,10,4,1,484
eder2019,30,1,2,1,1992,27,3,1,13,0,0,1,12,6,0,0
eder2019,30,1,3,2,2006,13,3,1,3,0,0,6,5,2,0,0
eder2019,30,1,4,1,2013,6,3,1,3,0,0,0,0,2,0,0
eder2019,31,1,1,1,1980,39,1,2,0,7,1,0,12,5,1,942
eder2019,31,1,2,2,1986,32,2,2,0,7,1,0,12,5,0,0
eder2019,31,1,3,1,2006,13,3,1,7,0,0,0,7,4,0,0
eder2019,31,1,4,1,2017,2,3,1,19,0,0,0,0,1,0,0
eder2019,32,1,1,1,1970,48,1,1,13,0,0,0,11,6,1,515
eder2019,33,1,1,2,1951,67,1,2,0,7,2,2,9,4,1,1171
eder2019,34,1,1,2,1979,39,1,2,0,14,1,0,19,7,1,122
eder2019,35,1,1,2,1978,41,1,2,0,7,2,4,11,4,1,1130
eder2019,35,1,2,2,2001,18,3,1,6,0,0,0,99,0,0,0
eder2019,35,1,3,2,2002,16,3,1,7,0,0,3,9,4,0,0
eder2019,35,1,4,2,2004,14,3,1,7,0,0,1,7,4,0,0
eder2019,35,1,5,1,1993,26,8,2,0,7,1,0,12,5,0,0
eder2019,36,1,1,2,1981,37,1,1,14,0,0,1,17,7,1,203
eder2019,36,1,2,2,2015,4,3,1,20,0,0,0,0,1,0,0
eder2019,36,1,3,1,2018,1,3,3,0,0,0,0,0,8,0,0
eder2019,37,1,1,2,1968,51,1,2,0,14,1,0,19,7,1,169
eder2019,37,1,2,1,1995,23,3,1,13,0,0,0,11,6,0,0
eder2019,38,1,1,1,1952,66,1,2,0,12,1,0,15,7,1,215
eder2019,38,1,2,2,1974,45,2,2,0,12,1,0,15,7,0,0
eder2019,38,1,3,2,1998,20,3,1,13,0,0,2,13,6,0,0
eder2019,39,1,1,2,1975,44,1,2,0,13,1,0,17,7,0,0
eder2019,39,1,2,1,1971,47,2,2,0,13,2,2,14,6,1,515
eder2019,39,1,3,2,2004,15,3,1,7,0,0,2,8,4,0,0
eder2019,40,1,1,1,1968,51,1,2,0,3,2,2,2,2,1,111
eder2019,40,1,2,2,1973,45,2,2,0,12,1,0,15,7,0,0
eder2019,40,1,3,1,2004,14,3,1,7,0,0,1,7,4,0,0
eder2019,41,1,1,1,1971,48,1,2,0,7,1,0,12,5,1,406
eder2019,41,1,2,2,1978,41,2,2,0,7,2,4,11,4,0,0
eder2019,41,1,3,1,2005,14,3,1,7,0,0,0,7,4,0,0
eder2019,41,1,4,2,2007,12,3,1,3,0,0,6,5,2,0,0
eder2019,42,1,1,2,1948,71,1,2,0,14,1,0,19,7,1,245
eder2019,42,1,2,1,1996,23,3,1,13,0,0,3,14,6,0,0
eder2019,43,1,1,2,1950,68,1,2,0,12,2,3,14,6,1,229
eder2019,43,1,2,1,1948,70,2,2,0,7,1,0,12,5,0,0
eder2019,44,1,1,1,1978,40,1,2,0,7,1,0,12,5,1,443
eder2019,44,1,2,2,1982,37,2,2,0,3,1,0,7,3,0,0
eder2019,44,1,3,1,2012,7,3,1,3,0,0,1,0,2,0,0
eder2019,45,1,1,2,1952,67,1,2,0,14,1,0,19,7,1,245
eder2019,46,1,1,1,1951,67,1,2,0,13,2,3,15,6,1,107
eder2019,46,1,2,2,1956,63,2,2,0,13,1,0,17,7,0,0
eder2019,47,1,1,1,1942,77,1,2,0,12,1,0,15,7,0,0
eder2019,47,1,2,2,1981,37,3,2,0,7,2,3,10,4,1,384
eder2019,47,1,3,2,1956,63,2,2,0,7,1,0,12,5,0,0
eder2019,47,1,4,2,2000,19,6,1,7,0,0,1,7,4,0,0
eder2019,47,1,5,1,2002,17,6,1,7,0,0,3,9,4,0,0
eder2019,47,1,6,1,2012,6,6,1,3,0,0,0,0,2,0,0
eder2019,47,1,7,2,2018,1,6,3,0,0,0,0,0,8,0,0
eder2019,47,1,8,1,1994,24,3,2,0,7,1,0,12,5,0,0
eder2019,47,1,9,2,1994,24,5,2,0,7,1,0,12,5,0,0
eder2019,48,1,1,1,1975,44,1,2,0,7,1,0,12,5,0,0
eder2019,48,1,2,2,1971,47,2,2,0,12,1,0,15,7,1,221
eder2019,48,1,3,2,2006,12,3,1,3,0,0,6,5,2,0,0
eder2019,48,1,4,1,2010,9,3,1,3,0,0,3,2,2,0,0
eder2019,49,1,1,2,1978,40,1,2,0,12,1,0,15,7,1,264
eder2019,50,1,1,1,1941,78,1,2,0,7,2,2,9,4,0,0
eder2019,50,1,2,2,1943,75,2,2,0,7,2,3,10,4,0,0
eder2019,50,1,3,1,1980,39,3,1,13,0,0,0,11,6,1,246
eder2019,51,1,1,1,1970,49,1,2,0,3,1,0,7,3,1,362
eder2019,51,1,2,2,1966,53,2,2,0,7,2,2,9,4,0,0
eder2019,51,1,3,1,1995,24,3,1,12,0,0,5,14,6,0,0
eder2019,52,1,1,2,1978,41,1,2,0,13,2,4,16,6,1,206
eder2019,52,1,2,1,1982,37,2,2,0,7,1,0,12,5,0,0
eder2019,52,1,3,2,2010,9,3,1,3,0,0,3,2,2,0,0
eder2019,53,1,1,1,1982,37,1,2,0,7,1,0,12,5,1,1306
eder2019,53,1,2,2,1982,37,2,2,0,13,2,4,16,6,0,0
eder2019,53,1,3,1,2017,2,3,3,0,0,0,0,0,8,0,0
eder2019,54,1,1,1,1981,37,1,2,0,13,2,1,13,6,1,435
eder2019,54,1,2,2,1984,34,2,2,0,7,2,2,9,4,0,0
eder2019,54,1,3,1,2014,4,3,1,20,0,0,0,0,1,0,0
eder2019,54,1,4,1,2011,8,3,1,3,0,0,2,1,2,0,0
eder2019,55,1,1,2,1970,49,1,2,0,13,1,0,17,7,1,391
eder2019,55,1,2,1,1965,53,2,2,13,13,1,0,17,7,0,0
eder2019,55,1,3,2,2005,14,3,1,7,0,0,1,7,4,0,0
eder2019,55,1,4,1,2007,11,3,1,3,0,0,5,4,2,0,0
eder2019,56,1,1,1,1969,49,1,2,0,13,2,2,14,6,1,397
eder2019,56,1,2,2,1974,44,2,2,0,12,1,0,15,7,0,0
eder2019,56,1,3,1,1997,22,3,2,0,13,1,0,17,7,0,0
eder2019,56,1,4,2,2011,8,3,1,3,0,0,2,1,2,0,0
eder2019,57,1,1,2,1972,46,1,2,0,12,1,0,15,7,1,847
eder2019,57,1,2,1,1996,23,3,1,13,0,0,0,11,6,0,0
eder2019,58,1,1,2,1968,50,1,2,0,3,2,3,3,2,1,232
eder2019,58,1,2,1,1995,24,3,2,0,7,2,1,8,4,0,0
eder2019,59,1,1,1,1979,40,1,2,0,13,1,0,17,7,1,389
eder2019,60,1,1,2,1968,51,1,2,0,14,2,1,18,7,1,282
eder2019,61,1,1,1,1968,51,1,1,12,0,0,2,13,6,1,467
eder2019,62,1,1,1,1978,40,1,2,0,13,1,0,17,7,1,632
eder2019,62,1,2,1,1984,34,2,2,0,12,1,0,15,7,0,0
eder2019,63,1,1,1,1960,58,1,2,0,13,2,2,14,6,0,0
eder2019,63,1,2,2,1971,48,2,2,0,7,2,5,11,4,1,454
eder2019,63,1,3,1,1997,21,4,2,0,7,2,2,9,4,0,0
eder2019,63,1,4,1,1999,19,4,2,0,7,2,2,9,4,0,0
eder2019,63,1,5,1,2001,18,4,2,0,7,2,2,9,4,0,0
eder2019,63,1,6,2,2002,16,4,1,7,0,0,1,7,4,0,0
eder2019,64,1,1,2,1972,47,1,2,0,14,1,0,19,7,1,1175
eder2019,64,1,2,1,1963,56,2,1,14,0,0,1,17,7,0,0
eder2019,64,1,3,2,2004,14,3,1,7,0,0,1,7,4,0,0
eder2019,65,1,1,1,1981,38,1,2,0,13,2,11,12,6,1,942
eder2019,65,1,2,2,1983,35,2,2,0,7,2,2,9,4,0,0
eder2019,65,1,3,2,2002,17,3,1,7,0,0,3,9,4,0,0
eder2019,65,1,4,1,2006,13,3,1,7,0,0,0,7,4,0,0
eder2019,65,1,5,2,2010,8,3,1,3,0,0,3,2,2,0,0
eder2019,66,1,1,2,1980,39,1,1,13,0,0,11,12,6,1,949
eder2019,67,1,1,2,1982,37,1,2,0,13,1,0,17,7,1,277
eder2019,67,1,2,1,1938,80,7,2,0,14,1,0,19,7,0,0
eder2019,68,1,1,2,1971,47,1,2,0,13,1,0,17,7,1,848
eder2019,68,1,2,1,1936,83,7,2,0,3,2,99,99,2,0,0
eder2019,69,1,1,1,1968,51,1,2,0,13,2,3,15,6,1,374
eder2019,69,1,2,2,1969,49,2,2,0,13,1,0,17,7,0,0
eder2019,69,1,3,1,1994,25,4,2,0,7,1,0,12,5,0,0
eder2019,70,1,1,2,1981,37,1,2,0,12,2,1,13,6,1,343
eder2019,70,1,2,1,1981,37,2,2,0,12,1,0,15,7,0,0
eder2019,70,1,3,2,2010,8,3,1,3,0,0,2,1,2,0,0
eder2019,70,1,4,2,2014,4,3,1,20,0,0,0,0,1,0,0
eder2019,71,1,1,1,1968,50,1,2,0,12,1,0,15,7,1,306
eder2019,72,1,1,1,1969,49,1,2,0,13,1,0,17,7,1,867
eder2019,72,1,2,2,1970,48,2,2,0,13,2,3,15,6,0,0
eder2019,72,1,3,1,2003,16,4,1,7,0,0,1,7,4,0,0
eder2019,73,1,1,2,1985,34,1,2,0,13,1,0,17,7,0,0
eder2019,73,1,2,1,1982,37,2,2,0,13,2,2,14,6,1,964
eder2019,73,1,3,1,2014,5,3,1,20,0,0,0,0,1,0,0
eder2019,73,1,4,1,2017,2,3,1,19,0,0,0,0,1,0,0
eder2019,74,1,1,1,1949,70,1,2,0,13,1,0,17,7,1,677
eder2019,74,1,2,1,1980,39,10,2,0,13,1,0,17,7,0,0
eder2019,75,1,1,2,1971,47,1,2,0,7,2,1,8,4,1,957
eder2019,75,1,2,1,2003,15,3,1,7,0,0,2,8,4,0,0
eder2019,75,1,3,2,2007,11,3,1,3,0,2,5,4,2,0,0
eder2019,76,1,1,2,1950,68,1,2,0,7,2,1,8,4,1,379
eder2019,77,1,1,1,1979,40,1,2,0,13,1,0,17,7,1,527
eder2019,78,1,1,2,1979,39,1,2,0,7,1,0,12,5,1,364
eder2019,78,1,2,1,1989,30,2,2,0,13,2,4,16,6,0,0
eder2019,78,1,3,2,1998,20,3,1,13,0,0,2,13,6,0,0
eder2019,78,1,4,2,2001,18,3,1,7,0,0,4,10,4,0,0
eder2019,79,1,1,2,1951,67,1,2,0,7,1,0,12,5,1,289
eder2019,79,1,2,1,1992,26,3,2,0,7,1,0,12,5,0,0
eder2019,80,1,1,1,1974,45,1,2,0,7,2,3,10,4,0,0
eder2019,80,1,2,2,1971,48,2,2,0,7,1,0,12,5,1,413
eder2019,80,1,3,1,2000,19,4,2,0,7,2,0,7,4,0,0
eder2019,80,1,4,1,2010,9,3,1,3,0,0,3,2,2,0,0
eder2019,81,1,1,1,1980,38,1,2,0,3,1,0,7,3,1,660
eder2019,81,1,2,2,1987,32,2,2,0,7,1,0,12,5,0,0
eder2019,81,1,3,1,2016,3,3,1,19,0,0,0,0,1,0,0
eder2019,82,1,1,1,1972,47,1,2,0,13,2,2,14,6,1,393
eder2019,82,1,2,2,1974,44,2,2,0,13,1,0,17,7,0,0
eder2019,82,1,3,2,2000,19,4,1,13,0,0,1,12,6,0,0
eder2019,82,1,4,2,2006,12,3,1,3,0,0,6,5,2,0,0
eder2019,83,1,1,2,1946,73,1,2,0,7,2,3,10,4,0,0
eder2019,83,1,2,2,1979,39,3,2,0,7,1,0,12,5,1,364
eder2019,83,1,3,1,2015,3,6,1,19,0,0,0,0,1,0,0
eder2019,84,1,1,1,1998,21,1,2,0,10,1,0,12,5,0,0
eder2019,84,1,2,2,1960,58,7,1,15,0,0,3,2,2,0,0
eder2019,84,1,3,2,1997,22,8,2,0,7,2,4,11,4,0,0
eder2019,84,1,4,1,1980,38,9,2,0,7,2,0,7,4,1,264
eder2019,84,1,5,2,2013,6,10,1,3,0,0,0,0,2,0,0
eder2019,85,1,1,1,1968,51,1,2,0,13,2,4,16,6,1,157
eder2019,85,1,2,2,1972,46,2,2,0,12,1,0,15,7,0,0
eder2019,85,1,3,2,2009,10,3,1,3,0,0,3,2,2,0,0
eder2019,86,1,1,1,1970,48,1,2,0,12,2,2,14,6,1,158
eder2019,86,1,2,2,1977,41,2,2,0,7,2,2,9,4,0,0
eder2019,86,1,3,1,2015,4,3,1,20,0,0,0,0,1,0,0
eder2019,87,1,1,2,1970,48,1,2,0,10,2,4,11,4,1,98
eder2019,88,1,1,2,1982,37,1,2,0,7,1,0,12,5,1,146
eder2019,88,1,2,1,2002,17,3,1,7,0,0,1,7,4,0,0
eder2019,88,1,3,2,2015,4,3,1,20,0,0,0,0,1,0,0
eder2019,89,1,1,2,1969,50,1,2,0,7,2,2,9,4,1,244
eder2019,89,1,2,1,1967,52,2,2,0,7,1,0,12,5,0,0
eder2019,90,1,1,2,1978,40,1,2,0,13,1,0,17,7,1,346
eder2019,91,1,1,2,1971,47,1,2,0,7,2,4,11,4,1,162
eder2019,91,1,2,1,1966,52,2,2,0,13,1,0,17,7,0,0
eder2019,91,1,3,1,2001,17,3,1,7,0,0,4,10,4,0,0
eder2019,92,1,1,2,1980,38,1,2,0,7,2,2,9,4,1,596
eder2019,92,1,2,1,1980,38,2,2,0,3,1,0,7,3,0,0
eder2019,92,1,3,1,2003,16,3,1,7,0,0,2,8,4,0,0
eder2019,92,1,4,1,2010,9,3,1,3,0,0,3,2,2,0,0
eder2019,92,1,5,2,2018,1,3,3,0,0,0,0,0,8,0,0
eder2019,93,1,1,1,1982,37,1,2,0,7,2,1,8,4,1,736
eder2019,93,1,2,2,2003,16,8,1,7,0,0,2,8,4,0,0
eder2019,93,1,3,1,2007,11,3,1,3,0,0,5,4,2,0,0
eder2019,94,1,1,2,1985,34,1,2,0,13,2,5,16,6,0,0
eder2019,94,1,2,1,1971,48,2,2,0,3,1,0,7,3,1,149
eder2019,94,1,3,1,2004,15,3,1,7,0,0,2,8,4,0,0
eder2019,95,1,1,2,1986,32,1,2,0,7,1,0,12,5,0,0
eder2019,95,1,2,1,1979,40,2,2,0,7,1,0,12,5,1,548
eder2019,95,1,3,2,2003,15,3,1,7,0,0,2,8,4,0,0
eder2019,95,1,4,1,2013,5,3,1,20,0,0,0,0,1,0,0
eder2019,96,1,1,2,1972,47,1,2,0,7,1,0,12,5,1,413
eder2019,96,1,2,2,1997,21,3,2,0,3,1,0,7,3,0,0
eder2019,96,1,3,1,2002,17,3,2,0,7,2,3,10,4,0,0
eder2019,96,1,4,1,2012,6,3,1,3,0,0,0,0,2,0,0
eder2019,96,1,5,1,2016,3,6,1,19,0,0,0,0,1,0,0
eder2019,97,1,1,1,1982,37,1,2,0,3,1,0,7,3,1,660
eder2019,97,1,2,2,1990,28,2,2,0,7,1,0,12,5,0,0
eder2019,97,1,3,1,2011,7,3,1,3,0,0,1,0,2,0,0
eder2019,98,1,1,1,1948,70,1,2,0,3,1,0,7,3,0,0
eder2019,98,1,2,2,1950,68,2,2,0,3,1,0,7,3,1,227
eder2019,99,1,1,1,1967,51,1,2,0,7,1,0,12,5,0,0
eder2019,99,1,2,2,1968,50,2,2,0,13,2,2,14,6,1,811
eder2019,99,1,3,1,2004,14,3,1,7,0,0,1,7,4,0,0
eder2019,99,1,4,1,2009,10,3,1,3,0,0,4,3,2,0,0
eder2019,100,1,1,1,1968,50,1,2,0,7,1,0,12,5,0,0
eder2019,100,1,2,2,1969,50,2,2,0,12,1,0,15,7,1,184
eder2019,100,1,3,1,1995,24,3,1,13,0,0,2,13,6,0,0
eder2019,101,1,1,1,1966,52,1,2,0,12,2,2,14,6,0,0
eder2019,101,1,2,1,1981,38,2,2,0,7,1,0,12,5,1,196
eder2019,102,1,1,2,1980,39,1,2,0,13,1,0,17,7,1,386
eder2019,102,1,2,1,1971,47,2,2,0,12,1,0,15,7,0,0
eder2019,103,1,1,2,1978,40,1,2,0,7,1,0,12,5,1,406
eder2019,103,1,2,2,1998,20,3,1,13,0,0,0,11,6,0,0
eder2019,103,1,3,1,2000,18,3,1,7,0,0,4,10,4,0,0
eder2019,103,1,4,2,1961,58,7,0,0,0,0,88,88,0,0,0
eder2019,104,1,1,1,1946,72,1,2,0,7,1,0,12,5,0,0
eder2019,104,1,2,2,1948,70,2,2,0,7,1,0,12,5,1,568
eder2019,105,1,1,1,1979,40,1,2,0,13,1,0,17,7,1,411
eder2019,105,1,2,1,1983,36,2,2,0,13,1,0,17,7,0,0
eder2019,106,1,1,1,1968,50,1,2,0,7,1,0,12,5,1,341
eder2019,106,1,2,2,1970,49,8,2,0,7,1,0,12,5,0,0
eder2019,106,1,3,1,1971,47,8,2,0,13,1,0,17,7,0,0
eder2019,106,1,4,2,1937,82,7,2,0,7,1,0,12,5,0,0
eder2019,107,1,1,1,1978,40,1,2,0,7,2,2,9,4,1,574
eder2019,108,1,1,2,1968,51,1,2,0,13,1,0,17,7,1,1203
eder2019,109,1,1,1,1948,70,1,2,0,13,2,2,14,6,1,60
eder2019,109,1,2,2,1967,52,2,2,0,14,1,0,19,7,0,0
eder2019,109,1,3,1,1999,20,3,1,13,0,0,0,11,6,0,0
eder2019,109,1,4,2,2006,12,3,1,3,0,0,5,4,2,0,0
eder2019,110,1,1,2,1950,68,1,2,0,13,2,1,13,6,1,115
eder2019,110,1,2,1,1942,77,2,2,0,13,2,3,15,6,0,0
eder2019,111,1,1,1,1972,47,1,2,0,3,1,0,7,3,1,333
eder2019,111,1,2,2,1971,48,2,2,0,7,1,0,12,5,0,0
eder2019,111,1,3,1,2002,16,3,1,7,0,0,2,8,4,0,0
eder2019,111,1,4,1,2003,15,3,1,7,0,0,1,7,4,0,0
eder2019,111,1,5,2,2004,14,3,1,7,0,0,1,7,4,0,0
eder2019,111,1,6,1,2007,12,3,1,3,0,0,6,5,2,0,0
eder2019,111,1,7,1,2008,11,3,1,3,0,0,4,3,2,0,0
eder2019,111,1,8,2,2012,7,3,1,3,0,0,1,0,2,0,0
eder2019,112,1,1,1,1948,71,1,2,0,7,2,1,8,4,1,1082
eder2019,112,1,2,2,1952,66,2,2,0,13,1,0,17,7,0,0
eder2019,113,1,1,2,1972,47,1,2,0,3,1,0,7,3,1,139
eder2019,113,1,2,1,1968,50,2,2,0,3,1,0,7,3,0,0
eder2019,113,1,3,2,2005,14,3,1,7,0,0,1,7,4,0,0
eder2019,113,1,4,2,2005,14,3,1,7,0,0,1,7,4,0,0
eder2019,114,1,1,1,1977,41,1,2,0,7,1,0,12,5,0,0
eder2019,114,1,2,2,1980,39,2,2,0,7,1,0,12,5,1,158
eder2019,114,1,3,1,2000,18,3,1,7,0,0,4,10,4,0,0
eder2019,114,1,4,1,2003,16,3,1,7,0,0,3,9,4,0,0
eder2019,114,1,5,2,2010,9,3,1,3,0,0,3,2,2,0,0
eder2019,115,1,1,2,1979,40,1,2,0,3,2,5,5,2,1,408
eder2019,116,1,1,1,1981,37,1,1,14,0,0,4,18,7,1,583
eder2019,116,1,2,2,1988,31,2,2,0,14,1,0,19,7,0,0
eder2019,117,1,1,1,1949,69,1,2,0,3,1,0,7,3,1,622
eder2019,117,1,2,2,1951,67,2,2,0,7,1,0,12,5,0,0
eder2019,118,1,1,1,1968,51,1,2,0,7,2,2,9,4,1,110
eder2019,118,1,2,2,1976,43,2,2,0,7,2,1,8,4,0,0
eder2019,118,1,3,2,2001,18,3,1,13,0,0,0,11,6,0,0
eder2019,119,1,1,1,1972,46,1,2,0,7,2,2,9,4,1,166
eder2019,120,1,1,2,1968,51,1,2,0,12,1,0,15,7,1,424
eder2019,120,1,2,1,1996,23,3,1,13,0,0,11,12,6,0,0
eder2019,120,1,3,2,2001,18,3,1,13,0,0,0,11,6,0,0
eder2019,121,1,1,2,1951,67,1,2,0,13,2,2,14,6,1,316
eder2019,122,1,1,2,1971,47,1,2,0,13,1,0,17,7,1,254
eder2019,122,1,2,1,2000,18,3,1,13,0,0,0,11,6,0,0
eder2019,122,1,3,2,2005,14,3,1,7,0,0,1,7,4,0,0
eder2019,123,1,1,1,1969,50,1,2,0,12,1,0,15,7,1,353
eder2019,123,1,2,1,1961,57,14,2,0,3,2,6,6,2,0,0
eder2019,124,1,1,1,1981,38,1,2,0,3,1,0,7,3,1,483
eder2019,124,1,2,2,1985,34,2,2,0,3,1,0,7,3,0,0
eder2019,124,1,3,1,2014,4,3,1,20,0,0,0,0,1,0,0
eder2019,124,1,4,2,2018,1,3,3,0,0,0,0,0,8,0,0
eder2019,125,1,1,1,1972,47,1,2,0,7,1,0,12,5,1,171
eder2019,125,1,2,2,1988,30,2,2,0,13,1,0,17,7,0,0
eder2019,125,1,3,1,2014,4,3,1,20,0,0,0,0,1,0,0
eder2019,125,1,4,2,2018,1,3,3,0,0,0,0,0,8,0,0
eder2019,126,1,1,1,1933,85,1,2,0,12,1,0,15,7,0,0
eder2019,126,1,2,2,1929,89,2,2,0,7,1,0,12,5,0,0
eder2019,126,1,3,1,1978,40,3,2,0,7,2,4,11,4,1,193
eder2019,127,1,1,2,1975,44,1,2,0,7,1,0,12,5,0,0
eder2019,127,1,2,1,1971,47,2,2,0,13,2,1,13,6,1,172
eder2019,127,1,3,2,2012,6,3,1,3,0,0,0,0,2,0,0
eder2019,128,1,1,1,1973,46,1,2,0,7,2,3,10,4,0,0
eder2019,128,1,2,2,1978,40,2,2,0,7,2,1,8,4,1,163
eder2019,128,1,3,2,1995,23,3,1,13,0,0,2,13,6,0,0
eder2019,128,1,4,1,2013,5,3,1,20,0,0,0,0,1,0,0
eder2019,129,1,1,1,1980,38,1,2,0,12,2,0,12,6,1,188
eder2019,129,1,2,1,1973,45,2,2,0,7,1,0,12,5,0,0
eder2019,130,1,1,1,1970,48,1,2,0,3,1,0,7,3,1,770
eder2019,130,1,2,2,1971,47,2,2,0,3,1,0,7,3,0,0
eder2019,130,1,3,2,1989,30,4,2,0,13,1,0,17,7,0,0
eder2019,130,1,4,1,1998,20,3,1,13,0,0,0,11,6,0,0
eder2019,130,1,5,2,2000,19,3,1,13,0,0,0,11,6,0,0
eder2019,131,1,1,1,1971,48,1,2,0,10,1,0,12,5,1,287
eder2019,131,1,2,2,2002,17,3,1,7,0,0,4,10,4,0,0
eder2019,132,1,1,1,1971,48,1,2,0,3,1,0,7,3,1,185
eder2019,132,1,2,2,2002,17,3,1,7,0,0,2,8,4,0,0
eder2019,133,1,1,1,1968,51,1,2,0,3,1,0,7,3,1,111
eder2019,134,1,1,2,1968,50,1,2,0,3,1,0,7,3,1,232
eder2019,134,1,2,1,1969,50,2,2,0,3,1,0,7,3,0,0
eder2019,134,1,3,1,2004,15,3,1,7,0,0,2,8,4,0,0
